         22117845 function calls (22082351 primitive calls) in 663.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.001    0.001 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:313(addPara)
      856    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
 1171/389    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1117(__iter__)
      126    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\urllib\parse.py:437(urlsplit)
     2523    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:724(tell)
      561    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:540(is_string_dtype)
       63    0.001    0.000    2.549    0.040 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:1424(parse)
       93    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:448(flexCostQN_rule)
       20    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
      231    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:87(acquire)
        4    0.001    0.000    0.003    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\expr\visitor.py:835(dfs_postorder_stack)
       62    0.001    0.000    0.019    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\header_footer.py:231(__init__)
      920    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
     4466    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:175(is_potentially_variable)
      624    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:533(is_string_or_object_np_dtype)
      562    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1721(validate_all_hashable)
      502    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\flags.py:47(__init__)
       63    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2232(is_unique)
      378    0.001    0.000    0.002    0.000 <__array_function__ internals>:177(copyto)
       62    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\workbook.py:130(__init__)
      144    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:452(braSCap_rule)
       62    0.001    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
       93    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:439(flexCost_rule)
      125    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\_asarray.py:22(require)
      231    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:112(release)
      124    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\dimensions.py:260(__init__)
       63    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.is_datetime_array}
      756    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1483(is_ea_or_datetimelike_dtype)
       89    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      124    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\version\__init__.py:519(_cmpkey)
       62    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
      188    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1731(from_array)
       63    0.001    0.000    0.062    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:236(read)
      938    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\construction.py:667(_sanitize_str_dtypes)
      561    0.001    0.000    0.006    0.000 {method 'sum' of 'numpy.ndarray' objects}
     5364    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\pyomoobject.py:32(is_expression_type)
     2846    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:37(normalize_index)
       34    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:2152(_signature_from_function)
      126    0.001    0.000    0.011    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\frame.py:3411(_ixs)
       63    0.001    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:4719(reindex)
      314    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\_config\config.py:127(_get_option)
      189    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\warnings.py:181(_add_filter)
       62    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\nanops.py:178(_has_infs)
      175    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\ntpath.py:124(splitdrive)
     1777    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:849(parent_component)
      144    0.001    0.000    0.014    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\styles.py:20(__init__)
      189    0.001    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:195(stringify_path)
      378    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1747(pandas_dtype)
       63    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\range.py:112(__new__)
     2108    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_openpyxl.py:595(<genexpr>)
      126    0.001    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\frame.py:3906(_box_col_values)
       63    0.001    0.000    0.001    0.000 {built-in method pandas._libs.missing.isnaobj}
     1504    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:147(<lambda>)
      189    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:654(_simple_new)
       80    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\ntpath.py:77(join)
      561    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1992(_grouping_func)
       62    0.001    0.000    0.071    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\excel.py:139(read_strings)
        2    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:184(delete_symbol_map)
       62    0.001    0.000    0.001    0.000 {built-in method _operator.mul}
      189    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:554(_dtype_to_subclass)
       62    0.001    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
       62    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1806(getitem_mgr)
      124    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
      361    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\log.py:56(is_debug_set)
       34    0.001    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:1129(getfullargspec)
     1313    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1239(__len__)
  390/295    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      126    0.001    0.000    0.015    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\frame.py:3923(_get_item_cache)
      252    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:5023(__getitem__)
      628    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\construction.py:438(ensure_wrapped_if_datetimelike)
     1124    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1740(<genexpr>)
     2108    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_openpyxl.py:596(<genexpr>)
       63    0.001    0.000    0.042    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:463(_init_dict)
       94    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt1.py:405(<genexpr>)
       62    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\protection.py:55(__init__)
       93    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:409(flexPup_rule)
      124    0.001    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
     1986    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:956(<genexpr>)
     1504    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:145(classes)
     1065    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_scalar}
      749    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\common.py:552(require_length_match)
    96/64    0.001    0.000    0.198    0.003 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
       93    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:445(flexCostQ_rule)
      315    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\ntpath.py:289(expanduser)
      682    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\cell_style.py:52(__new__)
       63    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:340(_maybe_dedup_names)
       62    0.001    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:10596(_stat_function)
      310    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\manifest.py:147(find)
      124    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1307(_close_and_return_root)
      189    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\warnings.py:458(__enter__)
      125    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\range.py:167(_simple_new)
       63    0.001    0.000    0.024    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\readers.py:1294(TextParser)
     1922    0.001    0.000    0.001    0.000 {built-in method math.isnan}
      222    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        9    0.001    0.000    0.003    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt1.py:37(trace_pf)
      992    0.001    0.000    0.010    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
       63    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\nanops.py:257(_get_values)
      288    0.001    0.000    0.006    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:57(column)
      315    0.001    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:155(_expand_user)
       33    0.001    0.000    0.021    0.001 <frozen importlib._bootstrap_external>:916(get_code)
      313    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5561(__getattr__)
      121    0.001    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:409(keys)
      163    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:3733(dimen)
       63    0.001    0.000    0.010    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:10395(_logical_func)
       93    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:415(flexPdn_rule)
      781    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\expr\visitor.py:1095(visiting_potential_leaf)
      376    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1700(__init__)
      252    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\typing.py:271(inner)
      313    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
     1836    0.001    0.000    0.001    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\conf.py:27(get_maxcount)
      126    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:1289(_is_potential_multi_index)
     3007    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\pyomoobject.py:28(is_variable_type)
      314    0.001    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\_config\config.py:255(__call__)
      303    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\timing.py:88(report)
     1364    0.001    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\nested.py:64(from_tree)
      124    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
      189    0.001    0.000    0.010    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:103(close)
      624    0.001    0.000    0.022    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\missing.py:67(isna)
     1180    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        3    0.001    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:188(get_branch_dual_cont)
       63    0.001    0.000   15.510    0.246 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\_decorators.py:302(wrapper)
      248    0.001    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\fills.py:84(__init__)
       62    0.001    0.000    0.013    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\excel.py:176(read_theme)
